candidate,single_side_cost_bps,rebalance_date,sub_strategy,preset,allocation,sub_nav,nav_weight,holding_count,holdings_json,holdings_sha256
B,10,2021-06-30,quality,fcf_roe_value,0.5,499500.49950049975,0.50000000000000011,18,"[""ALSN"", ""CSX"", ""DKS"", ""ELV"", ""FAF"", ""FNF"", ""GM"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""PHM"", ""URI"", ""V"", ""VZ"", ""WSM""]",5f5dae480556e441bff02fddaa3d55290433e4468d944f8722b856db90614e7f
B,10,2021-12-31,growth,growth_value,0.34999999999999998,382484.64196458465,0.3500273661147309,30,"[""ACGL"", ""ACI"", ""BJ"", ""CMS"", ""COKE"", ""DTE"", ""EBAY"", ""EVR"", ""EXP"", ""FDX"", ""GL"", ""HOLX"", ""HPE"", ""HRB"", ""KEY"", ""LAD"", ""LAZ"", ""LITE"", ""LPX"", ""MOH"", ""PB"", ""PGR"", ""PRI"", ""REGN"", ""SFM"", ""SGI"", ""TOL"", ""VIRT"", ""WSM"", ""WY""]",e44778280d86cffc029d01fde63df89fdb8ecb91a754cd39b02025546e841477
B,10,2021-12-31,momentum,momentum,0.14999999999999999,163758.19556903298,0.14986183387733779,30,"[""AZO"", ""BJ"", ""BLDR"", ""BOKF"", ""BPOP"", ""CACC"", ""CHH"", ""CHRD"", ""CWEN-A"", ""EW"", ""EXC"", ""F"", ""FTNT"", ""HD"", ""HPQ"", ""INTU"", ""KLAC"", ""LBTYK"", ""LOW"", ""LPX"", ""MSFT"", ""NEE"", ""NSA"", ""ON"", ""ONTO"", ""PLD"", ""SNPS"", ""TOL"", ""TSLA"", ""WSC""]",21bac09f9130c93a5c16649cb205b6deb37e7b1a1e461e2dcd7e9a7a7b6b7fe3
B,10,2021-12-31,quality,fcf_roe_value,0.5,546484.98603665421,0.50011080000793118,13,"[""ALSN"", ""DKS"", ""FAF"", ""FNF"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""SFM"", ""V"", ""VZ""]",27d76aa6d80f53ea2ec744bd1ad5e573bdd1b7c15970e1862c9c2ca16695180c
B,10,2022-06-30,growth,growth_value,0.34999999999999998,331103.41398342751,0.34993116806072183,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BYD"", ""CF"", ""CLF"", ""CNH"", ""COF"", ""COP"", ""ETSY"", ""FCX"", ""HOG"", ""HRB"", ""LPX"", ""M"", ""MRNA"", ""NLY"", ""NRG"", ""NUE"", ""OLN"", ""PFE"", ""PRU"", ""REGN"", ""RITM"", ""SYF"", ""WEC"", ""WMB"", ""WY""]",1785604d17a259021d30d33fc05ff6987f2b7d070db5f672263ec5eb7c77c9b8
B,10,2022-06-30,momentum,momentum,0.14999999999999999,141866.47865015987,0.14993352676573934,30,"[""ADM"", ""AJG"", ""BDX"", ""BIDU"", ""CF"", ""CMS"", ""DHR"", ""DLTR"", ""EA"", ""ED"", ""ENPH"", ""FCN"", ""HALO"", ""KO"", ""LPLA"", ""MCD"", ""MCK"", ""OXY"", ""PAG"", ""PPC"", ""RF"", ""RGA"", ""RS"", ""TRGP"", ""UNM"", ""VLO"", ""VRTX"", ""VST"", ""WAT"", ""WMB""]",91489b5d711e3e73ea1e63e0f798bde51b48bdbdd6130eaf929308ec65d0d595
B,10,2022-06-30,quality,fcf_roe_value,0.5,473225.94301707618,0.50013530517353877,28,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""CROX"", ""DKS"", ""DVA"", ""FAF"", ""FNF"", ""GM"", ""HUN"", ""LAD"", ""LOPE"", ""MOH"", ""MUSA"", ""NRG"", ""NVR"", ""PAG"", ""PFE"", ""REGN"", ""RH"", ""SAIC"", ""SFM"", ""SGI"", ""THC"", ""V"", ""WHR"", ""WSM""]",28fe25b9159f54b64798c18aaa240b278271dd260b28f572c7a7e3c5ff95700a
B,10,2022-12-30,growth,growth_value,0.34999999999999998,376940.01500612125,0.35010180936972185,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BX"", ""BYD"", ""CF"", ""CLF"", ""COP"", ""DBX"", ""DOW"", ""FCX"", ""GS"", ""LPX"", ""M"", ""MKSI"", ""MRNA"", ""NLY"", ""NUE"", ""OLN"", ""OMF"", ""ON"", ""PVH"", ""RITM"", ""ST"", ""SYF"", ""V"", ""WEC"", ""WY""]",f0a30e3dbeaf223dc9980f4adbb658ef6b1460769917e7697206b820df1d627f
B,10,2022-12-30,momentum,momentum,0.14999999999999999,161392.04436069066,0.14990089801858431,30,"[""ACGL"", ""AME"", ""AMKR"", ""AMP"", ""APA"", ""ARMK"", ""AXON"", ""BOKF"", ""CAT"", ""ED"", ""FCX"", ""GL"", ""GLPI"", ""HAL"", ""KO"", ""LBTYA"", ""LPLA"", ""LVS"", ""MPC"", ""MRK"", ""NLY"", ""NUE"", ""OKE"", ""PCG"", ""PDD"", ""PFGC"", ""TPL"", ""TRGP"", ""WTW"", ""ZM""]",1b6de640b212add853cfa0395d33351be9d5343ab4034bd7c33a5a68ad9736c7
B,10,2022-12-30,quality,fcf_roe_value,0.5,538326.22950268979,0.49999729261169373,18,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""DVA"", ""EXPD"", ""FAF"", ""FNF"", ""GM"", ""HOLX"", ""HUM"", ""HUN"", ""INTC"", ""MUSA"", ""NVR"", ""PAG"", ""V"", ""WSM""]",c8bbad0b82b8659a78443b59af8c239522fc71d2c99164d0dc9fcd2314f93a35
B,10,2023-06-30,growth,growth_value,0.34999999999999998,431769.1222124116,0.34985764297518751,30,"[""AAL"", ""AEE"", ""AMG"", ""AMGN"", ""AMP"", ""BJ"", ""BKNG"", ""BLDR"", ""CF"", ""CSL"", ""DAL"", ""DINO"", ""DOW"", ""EQH"", ""GPK"", ""HBAN"", ""LAZ"", ""LNG"", ""MOS"", ""MUSA"", ""NI"", ""PFE"", ""PFG"", ""PK"", ""SYY"", ""UAL"", ""V"", ""VLO"", ""WMB"", ""WTM""]",b3bea977e3bbe5c051459a3bce13741ca95f5dcaebda19cba20eed938d44aade
B,10,2023-06-30,momentum,momentum,0.14999999999999999,185011.47132233443,0.14991270554164413,30,"[""AAL"", ""ACGL"", ""APG"", ""BLD"", ""BLDR"", ""CLH"", ""CNM"", ""COF"", ""DAL"", ""DHI"", ""ELF"", ""EQT"", ""EXP"", ""HUBB"", ""JBL"", ""KNSL"", ""LEN"", ""LRCX"", ""MOH"", ""OC"", ""ONTO"", ""PEN"", ""PHM"", ""PRI"", ""SAIA"", ""SMCI"", ""SO"", ""SSD"", ""TOL"", ""UAL""]",2785ac8baf3949653460f976f46d83967490ea4b6eae9cc538b2e06c4b4b4331
B,10,2023-06-30,quality,fcf_roe_value,0.5,617347.43219780421,0.50022965148316834,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""ELV"", ""EXPD"", ""GM"", ""HOLX"", ""HUM"", ""LEN"", ""NVR"", ""V"", ""WSM"", ""WU""]",4ca7065e990d0fda3faf49a188621d415dca6616749354e5586fc41679e68e86
B,10,2023-12-29,growth,growth_value,0.34999999999999998,464559.18724107038,0.35000428287920021,30,"[""AAL"", ""ALSN"", ""AMG"", ""AMP"", ""BKNG"", ""CF"", ""CNM"", ""CSL"", ""CTRA"", ""DAL"", ""DINO"", ""DOW"", ""EEFT"", ""EPR"", ""EQH"", ""EXPE"", ""GPK"", ""HBAN"", ""KNSL"", ""MCHP"", ""MOH"", ""MOS"", ""MUSA"", ""PFE"", ""PFG"", ""RITM"", ""SNX"", ""SON"", ""SSB"", ""UAL""]",e3124346bd9843c558800226ba5a43c9b4eae19de16c626a1c84e77bb44c7abe
B,10,2023-12-29,momentum,momentum,0.14999999999999999,199034.57477564487,0.14995495843324358,30,"[""ANET"", ""APG"", ""BLD"", ""BLDR"", ""BPOP"", ""BRBR"", ""CNM"", ""COF"", ""COKE"", ""DXCM"", ""ELF"", ""EXPE"", ""GDDY"", ""GRMN"", ""HLT"", ""ISRG"", ""ITT"", ""LEN"", ""MOH"", ""NBIX"", ""NEU"", ""PHM"", ""PR"", ""PSX"", ""RCL"", ""ROP"", ""SSD"", ""TOL"", ""UBER"", ""WING""]",cf2965d8fcf152c357e84fa21a187b7b5dafc07ec18b4117b4c907942b03f3a5
B,10,2023-12-29,quality,fcf_roe_value,0.5,663701.95967994595,0.50004075868755626,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""GM"", ""HRB"", ""LEN"", ""MOH"", ""PHM"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WU""]",1c346cfbedfb3a60c8b1ca56c5a704e194d3e8b094dbbdff7e4c471f9d41e088
B,10,2024-06-28,growth,growth_value,0.34999999999999998,514961.56200797553,0.34993797608830823,30,"[""ACGL"", ""AM"", ""APO"", ""AXP"", ""BYD"", ""CCL"", ""CPAY"", ""CPNG"", ""CVNA"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FRHC"", ""GL"", ""HALO"", ""KNSL"", ""KO"", ""LEA"", ""MPC"", ""MTB"", ""PEG"", ""RNR"", ""TGT"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD"", ""WSC""]",88b1110612188f9c7259ff05c78fae2d77fc01f3e403133c34a86687518f3e12
B,10,2024-06-28,momentum,momentum,0.14999999999999999,220702.68203511677,0.14997672752016789,30,"[""ACGL"", ""ANET"", ""APP"", ""CAVA"", ""CRS"", ""CRWD"", ""CVNA"", ""EME"", ""FANG"", ""FTAI"", ""GMED"", ""GRMN"", ""HALO"", ""HLT"", ""HOOD"", ""HWM"", ""ISRG"", ""KEX"", ""KKR"", ""KO"", ""OLLI"", ""PEG"", ""RGA"", ""RYAN"", ""SFM"", ""THC"", ""UTHR"", ""VRT"", ""VST"", ""WFC""]",6ae54a41dcab86e5a24934bd917ae4acefde07ae04420e954853888121c75d01
B,10,2024-06-28,quality,fcf_roe_value,0.5,735915.28489040933,0.50008529639152399,27,"[""ADM"", ""AGCO"", ""ALSN"", ""AM"", ""ARW"", ""BG"", ""BYD"", ""CE"", ""CF"", ""CNH"", ""CNM"", ""CROX"", ""EOG"", ""GM"", ""HOG"", ""MGM"", ""MIDD"", ""MPC"", ""NEU"", ""NUE"", ""OLN"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WCC"", ""WU""]",94f14afca6dbd7f4fbedf6fb5020fdf9bc2c7332433cca2f0c5d5a91108251da
B,10,2024-12-31,growth,growth_value,0.34999999999999998,546302.49117817462,0.35002971105561537,30,"[""ACGL"", ""AIZ"", ""AM"", ""AMP"", ""CROX"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FITB"", ""FRHC"", ""GEN"", ""GL"", ""HOOD"", ""JPM"", ""KNSL"", ""MGM"", ""MPC"", ""MTB"", ""NOV"", ""NSA"", ""PEG"", ""PEP"", ""RNR"", ""SJM"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD""]",495a98bb9066b560dbf860752b3f31276a137ebe959a053b9928719d4e60f676
B,10,2024-12-31,momentum,momentum,0.14999999999999999,233982.43646000282,0.1499184169004128,30,"[""ALSN"", ""AME"", ""APO"", ""APP"", ""AXON"", ""CCL"", ""COF"", ""CORT"", ""DAL"", ""DOCS"", ""DTM"", ""EXEL"", ""FLS"", ""FOUR"", ""FTNT"", ""GRMN"", ""HOOD"", ""ISRG"", ""KO"", ""MTB"", ""MTSI"", ""RCL"", ""SLM"", ""SYF"", ""UAL"", ""UNH"", ""UNM"", ""UTHR"", ""VST"", ""WAT""]",b8d28d6344d5a99ade9c6481120d21881732b070dccdde08452c6861a2afb766
B,10,2024-12-31,quality,fcf_roe_value,0.5,780446.84433238523,0.50005187204397183,25,"[""ADM"", ""AM"", ""ARW"", ""BLDR"", ""CE"", ""CF"", ""CROX"", ""DVA"", ""DVN"", ""EOG"", ""GM"", ""HAL"", ""HOG"", ""LEN"", ""MGM"", ""MIDD"", ""MPC"", ""OLN"", ""OVV"", ""SLGN"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",d78a1703526d63fab74a03b4a5b7b27f80f2f185a55ee52d67154cdbb390bb43
B,10,2025-06-30,growth,growth_value,0.34999999999999998,555078.38308360148,0.34989469501902426,30,"[""ALK"", ""CCL"", ""DUK"", ""DVA"", ""EVRG"", ""EXPE"", ""FITB"", ""FNF"", ""FTI"", ""HALO"", ""HOOD"", ""IBKR"", ""IRDM"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""META"", ""MRK"", ""MUSA"", ""NVR"", ""PEP"", ""PGR"", ""SYF"", ""UAL"", ""VIRT"", ""VST"", ""WFRD"", ""WMT"", ""XOM""]",05b86589d826e3910a16967176401ab5f769bf5ccd489625fcec088b3f081aa0
B,10,2025-06-30,momentum,momentum,0.14999999999999999,237902.11230602552,0.14996204061717425,30,"[""ARMK"", ""BPOP"", ""BYD"", ""CAH"", ""CI"", ""COF"", ""CRS"", ""CVNA"", ""DASH"", ""DRS"", ""EQH"", ""EXEL"", ""HEI"", ""HLT"", ""HOOD"", ""HWM"", ""ITT"", ""JPM"", ""KDP"", ""KO"", ""MELI"", ""MPC"", ""NEM"", ""NFLX"", ""NRG"", ""PLTR"", ""PODD"", ""RCL"", ""VST"", ""WELL""]",897b867f32ec183be81a376b8185397a20e908bc4ac1a6f4ae3d54169f29e7a1
B,10,2025-06-30,quality,fcf_roe_value,0.5,793435.04901701526,0.50014326436380141,23,"[""APA"", ""BLDR"", ""CF"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""EXPE"", ""HAL"", ""HOG"", ""INGR"", ""MGM"", ""OC"", ""OMC"", ""SLB"", ""TDC"", ""V"", ""VZ"", ""WEN"", ""WU"", ""YETI""]",2360b6822fbaa7a87a209b24224ba8f58641d34709f06a0f11841c1c78c0c432
B,10,2025-12-31,growth,growth_value,0.34999999999999998,591008.42927857139,0.35004211769424221,30,"[""CCL"", ""CI"", ""CROX"", ""CRUS"", ""DUK"", ""DVA"", ""EVR"", ""EVRG"", ""EXPE"", ""FNF"", ""FOUR"", ""FTI"", ""HALO"", ""HHH"", ""IBKR"", ""KBR"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""MU"", ""MUSA"", ""NLY"", ""PEP"", ""PFG"", ""PGR"", ""PR"", ""QSR"", ""SYF"", ""VIRT""]",090336fbf1735d6e82fb4c42135586ecc39bd8e79dd854ff08e08ffa6fd97b00
B,10,2025-12-31,momentum,momentum,0.14999999999999999,253062.46818837614,0.1498836867381424,30,"[""AMG"", ""AMTM"", ""C"", ""CIEN"", ""COHR"", ""CVNA"", ""DTM"", ""DVN"", ""EXPE"", ""FIVE"", ""FLS"", ""FOX"", ""FOXA"", ""FTI"", ""GM"", ""GMED"", ""GS"", ""INCY"", ""LHX"", ""LITE"", ""LNC"", ""LRCX"", ""LVS"", ""MU"", ""NEM"", ""NLY"", ""QSR"", ""RDDT"", ""VLO"", ""WELL""]",c3f1f9031ecafd5824fa7bf68ca2504820db57a42323900add00e65a85793a46
B,10,2025-12-31,quality,fcf_roe_value,0.5,844321.43992260762,0.50007419556761534,18,"[""CF"", ""CHTR"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""FOUR"", ""HOG"", ""HRB"", ""LW"", ""MGM"", ""OC"", ""TDC"", ""V"", ""VZ"", ""WU""]",d59624140db7e492e9a14236b544ddb6356a38b4694531da50708eb05788cfd5
B,10,2026-06-30,growth,growth_value,0.34999999999999998,698196.04279620852,0.34995503962157976,30,"[""AMT"", ""CACC"", ""CBOE"", ""CF"", ""CRUS"", ""CVNA"", ""D"", ""DLTR"", ""DXCM"", ""EQT"", ""EVR"", ""EXE"", ""FAF"", ""FOX"", ""HALO"", ""IBKR"", ""KEY"", ""KLAC"", ""KNSL"", ""LYFT"", ""MPC"", ""NEM"", ""NI"", ""OMF"", ""PEG"", ""PGR"", ""PNFP"", ""RNR"", ""VIRT"", ""WTM""]",2af978a703cb0c1231235451a568a26a7367732aa3edbf9c465acebed8966a7c
B,10,2026-06-30,momentum,momentum,0.14999999999999999,299220.49903455935,0.14997753521469362,30,"[""AKAM"", ""APA"", ""ARMK"", ""BPOP"", ""CBOE"", ""CIEN"", ""COHR"", ""DDOG"", ""DELL"", ""ECG"", ""GL"", ""GLW"", ""HEI-A"", ""HPE"", ""JAZZ"", ""LAMR"", ""LITE"", ""LNT"", ""LRCX"", ""MKSI"", ""MU"", ""MUSA"", ""NVT"", ""PNFP"", ""RNR"", ""SNX"", ""TER"", ""VIRT"", ""VLO"", ""VRT""]",1d4b830929239742ff44d0a4ff8ac8da129358ad147cd8495d50ba95bc7f0785
B,10,2026-06-30,quality,fcf_roe_value,0.5,997685.58200546983,0.5000674251637266,29,"[""ACN"", ""ADBE"", ""ADT"", ""BAH"", ""CHTR"", ""CPB"", ""CTSH"", ""DAL"", ""DOX"", ""DVN"", ""EEFT"", ""EXPE"", ""G"", ""GAP"", ""GDDY"", ""GEN"", ""HRB"", ""INTU"", ""IT"", ""KLAC"", ""LULU"", ""LW"", ""MELI"", ""PYPL"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",493f60c9655475009dae3a27295cd597e748cc0f6a26e169caf4313e5fd58607
B,20,2021-06-30,growth,growth_value,0.34999999999999998,349301.39720558876,0.34999999999999992,30,"[""ACGL"", ""ACI"", ""AMKR"", ""BJ"", ""BOKF"", ""CBOE"", ""CBSH"", ""CNC"", ""COKE"", ""DKS"", ""DTE"", ""EVR"", ""EXP"", ""FRHC"", ""GL"", ""HOLX"", ""HRB"", ""LAZ"", ""LPX"", ""MO"", ""PB"", ""PEG"", ""PGR"", ""PRI"", ""SGI"", ""VIRT"", ""VRTX"", ""WSM"", ""WTM"", ""WY""]",62fd1a60a8111d93903ba698558ae84802d80aa973877dc67828180d378545c5
B,20,2021-06-30,momentum,momentum,0.14999999999999999,149700.59880239522,0.15000000000000002,30,"[""ALGN"", ""ALLY"", ""BJ"", ""CELH"", ""CHRD"", ""CNP"", ""COF"", ""CRL"", ""CROX"", ""DKS"", ""DUK"", ""EPAM"", ""F"", ""GMED"", ""GNRC"", ""GOOG"", ""GS"", ""JEF"", ""LLY"", ""MRNA"", ""NUE"", ""NVDA"", ""QXO"", ""RH"", ""ROKU"", ""SYF"", ""THC"", ""TRGP"", ""WCC"", ""YETI""]",9718f69909bb2f3b6e4a6aa78fb102104f5638f16a251ecd11d51475f344527b
B,20,2021-06-30,quality,fcf_roe_value,0.5,499001.99600798421,0.50000000000000022,18,"[""ALSN"", ""CSX"", ""DKS"", ""ELV"", ""FAF"", ""FNF"", ""GM"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""PHM"", ""URI"", ""V"", ""VZ"", ""WSM""]",5f5dae480556e441bff02fddaa3d55290433e4468d944f8722b856db90614e7f
B,20,2021-12-31,growth,growth_value,0.34999999999999998,381797.18377307564,0.35005454512917422,30,"[""ACGL"", ""ACI"", ""BJ"", ""CMS"", ""COKE"", ""DTE"", ""EBAY"", ""EVR"", ""EXP"", ""FDX"", ""GL"", ""HOLX"", ""HPE"", ""HRB"", ""KEY"", ""LAD"", ""LAZ"", ""LITE"", ""LPX"", ""MOH"", ""PB"", ""PGR"", ""PRI"", ""REGN"", ""SFM"", ""SGI"", ""TOL"", ""VIRT"", ""WSM"", ""WY""]",e44778280d86cffc029d01fde63df89fdb8ecb91a754cd39b02025546e841477
B,20,2021-12-31,momentum,momentum,0.14999999999999999,163300.46976631528,0.14972365981987942,30,"[""AZO"", ""BJ"", ""BLDR"", ""BOKF"", ""BPOP"", ""CACC"", ""CHH"", ""CHRD"", ""CWEN-A"", ""EW"", ""EXC"", ""F"", ""FTNT"", ""HD"", ""HPQ"", ""INTU"", ""KLAC"", ""LBTYK"", ""LOW"", ""LPX"", ""MSFT"", ""NEE"", ""NSA"", ""ON"", ""ONTO"", ""PLD"", ""SNPS"", ""TOL"", ""TSLA"", ""WSC""]",21bac09f9130c93a5c16649cb205b6deb37e7b1a1e461e2dcd7e9a7a7b6b7fe3
B,20,2021-12-31,quality,fcf_roe_value,0.5,545581.46800204774,0.50022179505094633,13,"[""ALSN"", ""DKS"", ""FAF"", ""FNF"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""SFM"", ""V"", ""VZ""]",27d76aa6d80f53ea2ec744bd1ad5e573bdd1b7c15970e1862c9c2ca16695180c
B,20,2022-06-30,growth,growth_value,0.34999999999999998,329912.4085305421,0.34986247713090673,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BYD"", ""CF"", ""CLF"", ""CNH"", ""COF"", ""COP"", ""ETSY"", ""FCX"", ""HOG"", ""HRB"", ""LPX"", ""M"", ""MRNA"", ""NLY"", ""NRG"", ""NUE"", ""OLN"", ""PFE"", ""PRU"", ""REGN"", ""RITM"", ""SYF"", ""WEC"", ""WMB"", ""WY""]",1785604d17a259021d30d33fc05ff6987f2b7d070db5f672263ec5eb7c77c9b8
B,20,2022-06-30,momentum,momentum,0.14999999999999999,141321.32668522283,0.14986714093520043,30,"[""ADM"", ""AJG"", ""BDX"", ""BIDU"", ""CF"", ""CMS"", ""DHR"", ""DLTR"", ""EA"", ""ED"", ""ENPH"", ""FCN"", ""HALO"", ""KO"", ""LPLA"", ""MCD"", ""MCK"", ""OXY"", ""PAG"", ""PPC"", ""RF"", ""RGA"", ""RS"", ""TRGP"", ""UNM"", ""VLO"", ""VRTX"", ""VST"", ""WAT"", ""WMB""]",91489b5d711e3e73ea1e63e0f798bde51b48bdbdd6130eaf929308ec65d0d595
B,20,2022-06-30,quality,fcf_roe_value,0.5,471743.66332103219,0.50027038193389284,28,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""CROX"", ""DKS"", ""DVA"", ""FAF"", ""FNF"", ""GM"", ""HUN"", ""LAD"", ""LOPE"", ""MOH"", ""MUSA"", ""NRG"", ""NVR"", ""PAG"", ""PFE"", ""REGN"", ""RH"", ""SAIC"", ""SFM"", ""SGI"", ""THC"", ""V"", ""WHR"", ""WSM""]",28fe25b9159f54b64798c18aaa240b278271dd260b28f572c7a7e3c5ff95700a
B,20,2022-12-30,growth,growth_value,0.34999999999999998,375358.39245883311,0.35020341178171732,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BX"", ""BYD"", ""CF"", ""CLF"", ""COP"", ""DBX"", ""DOW"", ""FCX"", ""GS"", ""LPX"", ""M"", ""MKSI"", ""MRNA"", ""NLY"", ""NUE"", ""OLN"", ""OMF"", ""ON"", ""PVH"", ""RITM"", ""ST"", ""SYF"", ""V"", ""WEC"", ""WY""]",f0a30e3dbeaf223dc9980f4adbb658ef6b1460769917e7697206b820df1d627f
B,20,2022-12-30,momentum,momentum,0.14999999999999999,160561.90900199758,0.14980170808583174,30,"[""ACGL"", ""AME"", ""AMKR"", ""AMP"", ""APA"", ""ARMK"", ""AXON"", ""BOKF"", ""CAT"", ""ED"", ""FCX"", ""GL"", ""GLPI"", ""HAL"", ""KO"", ""LBTYA"", ""LPLA"", ""LVS"", ""MPC"", ""MRK"", ""NLY"", ""NUE"", ""OKE"", ""PCG"", ""PDD"", ""PFGC"", ""TPL"", ""TRGP"", ""WTW"", ""ZM""]",1b6de640b212add853cfa0395d33351be9d5343ab4034bd7c33a5a68ad9736c7
B,20,2022-12-30,quality,fcf_roe_value,0.5,535909.32620937307,0.49999488013245097,18,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""DVA"", ""EXPD"", ""FAF"", ""FNF"", ""GM"", ""HOLX"", ""HUM"", ""HUN"", ""INTC"", ""MUSA"", ""NVR"", ""PAG"", ""V"", ""WSM""]",c8bbad0b82b8659a78443b59af8c239522fc71d2c99164d0dc9fcd2314f93a35
B,20,2023-06-30,growth,growth_value,0.34999999999999998,429082.76957450592,0.34971520976448445,30,"[""AAL"", ""AEE"", ""AMG"", ""AMGN"", ""AMP"", ""BJ"", ""BKNG"", ""BLDR"", ""CF"", ""CSL"", ""DAL"", ""DINO"", ""DOW"", ""EQH"", ""GPK"", ""HBAN"", ""LAZ"", ""LNG"", ""MOS"", ""MUSA"", ""NI"", ""PFE"", ""PFG"", ""PK"", ""SYY"", ""UAL"", ""V"", ""VLO"", ""WMB"", ""WTM""]",b3bea977e3bbe5c051459a3bce13741ca95f5dcaebda19cba20eed938d44aade
B,20,2023-06-30,momentum,momentum,0.14999999999999999,183828.0715405716,0.14982534177068321,30,"[""AAL"", ""ACGL"", ""APG"", ""BLD"", ""BLDR"", ""CLH"", ""CNM"", ""COF"", ""DAL"", ""DHI"", ""ELF"", ""EQT"", ""EXP"", ""HUBB"", ""JBL"", ""KNSL"", ""LEN"", ""LRCX"", ""MOH"", ""OC"", ""ONTO"", ""PEN"", ""PHM"", ""PRI"", ""SAIA"", ""SMCI"", ""SO"", ""SSD"", ""TOL"", ""UAL""]",2785ac8baf3949653460f976f46d83967490ea4b6eae9cc538b2e06c4b4b4331
B,20,2023-06-30,quality,fcf_roe_value,0.5,614038.28089614841,0.50045944846483237,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""ELV"", ""EXPD"", ""GM"", ""HOLX"", ""HUM"", ""LEN"", ""NVR"", ""V"", ""WSM"", ""WU""]",4ca7065e990d0fda3faf49a188621d415dca6616749354e5586fc41679e68e86
B,20,2023-12-29,growth,growth_value,0.34999999999999998,461413.77358368429,0.35000834534840575,30,"[""AAL"", ""ALSN"", ""AMG"", ""AMP"", ""BKNG"", ""CF"", ""CNM"", ""CSL"", ""CTRA"", ""DAL"", ""DINO"", ""DOW"", ""EEFT"", ""EPR"", ""EQH"", ""EXPE"", ""GPK"", ""HBAN"", ""KNSL"", ""MCHP"", ""MOH"", ""MOS"", ""MUSA"", ""PFE"", ""PFG"", ""RITM"", ""SNX"", ""SON"", ""SSB"", ""UAL""]",e3124346bd9843c558800226ba5a43c9b4eae19de16c626a1c84e77bb44c7abe
B,20,2023-12-29,momentum,momentum,0.14999999999999999,197625.08408464416,0.14990976134625675,30,"[""ANET"", ""APG"", ""BLD"", ""BLDR"", ""BPOP"", ""BRBR"", ""CNM"", ""COF"", ""COKE"", ""DXCM"", ""ELF"", ""EXPE"", ""GDDY"", ""GRMN"", ""HLT"", ""ISRG"", ""ITT"", ""LEN"", ""MOH"", ""NBIX"", ""NEU"", ""PHM"", ""PR"", ""PSX"", ""RCL"", ""ROP"", ""SSD"", ""TOL"", ""UBER"", ""WING""]",cf2965d8fcf152c357e84fa21a187b7b5dafc07ec18b4117b4c907942b03f3a5
B,20,2023-12-29,quality,fcf_roe_value,0.5,659254.77651454555,0.50008189330533737,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""GM"", ""HRB"", ""LEN"", ""MOH"", ""PHM"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WU""]",1c346cfbedfb3a60c8b1ca56c5a704e194d3e8b094dbbdff7e4c471f9d41e088
B,20,2024-06-28,growth,growth_value,0.34999999999999998,510572.34731804166,0.34987611470906449,30,"[""ACGL"", ""AM"", ""APO"", ""AXP"", ""BYD"", ""CCL"", ""CPAY"", ""CPNG"", ""CVNA"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FRHC"", ""GL"", ""HALO"", ""KNSL"", ""KO"", ""LEA"", ""MPC"", ""MTB"", ""PEG"", ""RNR"", ""TGT"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD"", ""WSC""]",88b1110612188f9c7259ff05c78fae2d77fc01f3e403133c34a86687518f3e12
